onset	duration	sample	trial_type	stim_file	value	event_type
65.6562	0.3	67233	stimulus	n/a	166	scrambled_car
66.2314	0.0	67822	response	n/a	201	correct_response
67.1719	0.3	68785	stimulus	n/a	1	face
67.6318	0.0	69256	response	n/a	201	correct_response
68.6885	0.3	70338	stimulus	n/a	167	scrambled_car
69.1602	0.0	70821	response	n/a	201	correct_response
70.1543	0.3	71839	stimulus	n/a	161	scrambled_car
70.7275	0.0	72426	response	n/a	201	correct_response
83.8662	0.3	85880	stimulus	n/a	142	scrambled_car
84.4551	0.0	86483	response	n/a	201	correct_response
85.2988	0.3	87347	stimulus	n/a	58	car
85.8633	0.0	87925	response	n/a	201	correct_response
86.7656	0.3	88849	stimulus	n/a	80	car
87.1514	0.0	89244	response	n/a	201	correct_response
88.2148	0.3	90333	stimulus	n/a	22	face
88.6475	0.0	90776	response	n/a	201	correct_response
89.6475	0.3	91800	stimulus	n/a	170	scrambled_car
90.1992	0.0	92365	response	n/a	201	correct_response
91.1641	0.3	93353	stimulus	n/a	34	face
91.6553	0.0	93856	response	n/a	201	correct_response
92.6133	0.3	94837	stimulus	n/a	153	scrambled_car
93.127	0.0	95363	response	n/a	201	correct_response
94.0625	0.3	96321	stimulus	n/a	60	car
94.583	0.0	96854	response	n/a	201	correct_response
95.5459	0.3	97840	stimulus	n/a	175	scrambled_car
96.0635	0.0	98370	response	n/a	201	correct_response
97.0117	0.3	99341	stimulus	n/a	157	scrambled_car
97.5352	0.0	99877	response	n/a	201	correct_response
98.4443	0.3	100808	stimulus	n/a	79	car
99.1113	0.0	101491	response	n/a	201	correct_response
100.0439	0.3	102446	stimulus	n/a	122	scrambled_face
100.6074	0.0	103023	response	n/a	201	correct_response
101.4932	0.3	103930	stimulus	n/a	28	face
102.0234	0.0	104473	response	n/a	201	correct_response
102.9424	0.3	105414	stimulus	n/a	180	scrambled_car
103.4873	0.0	105972	response	n/a	201	correct_response
104.3926	0.3	106899	stimulus	n/a	3	face
104.9111	0.0	107430	response	n/a	201	correct_response
105.8418	0.3	108383	stimulus	n/a	75	car
106.3994	0.0	108954	response	n/a	201	correct_response
107.4082	0.3	109987	stimulus	n/a	169	scrambled_car
107.9668	0.0	110559	response	n/a	201	correct_response
108.8242	0.3	111437	stimulus	n/a	53	car
109.4629	0.0	112091	response	n/a	201	correct_response
110.3066	0.3	112955	stimulus	n/a	129	scrambled_face
110.8633	0.0	113525	response	n/a	201	correct_response
111.8896	0.3	114576	stimulus	n/a	146	scrambled_car
112.3828	0.0	115081	response	n/a	201	correct_response
113.3057	0.3	116026	stimulus	n/a	154	scrambled_car
113.7744	0.0	116506	response	n/a	201	correct_response
114.8555	0.3	117613	stimulus	n/a	65	car
115.2705	0.0	118038	response	n/a	201	correct_response
116.2881	0.3	119080	stimulus	n/a	116	scrambled_face
116.8633	0.0	119669	response	n/a	201	correct_response
117.8877	0.3	120718	stimulus	n/a	113	scrambled_face
118.4307	0.0	121274	response	n/a	201	correct_response
119.4199	0.3	122287	stimulus	n/a	49	car
119.9746	0.0	122855	response	n/a	201	correct_response
120.8535	0.3	123755	stimulus	n/a	147	scrambled_car
121.415	0.0	124330	response	n/a	201	correct_response
122.2861	0.3	125222	stimulus	n/a	172	scrambled_car
122.8789	0.0	125829	response	n/a	201	correct_response
123.7354	0.3	126706	stimulus	n/a	56	car
124.2549	0.0	127238	response	n/a	201	correct_response
125.2686	0.3	128276	stimulus	n/a	156	scrambled_car
125.7666	0.0	128786	response	n/a	201	correct_response
126.834	0.3	129879	stimulus	n/a	123	scrambled_face
127.3428	0.0	130400	response	n/a	201	correct_response
128.3672	0.3	131449	stimulus	n/a	73	car
128.8223	0.0	131915	response	n/a	201	correct_response
129.916	0.3	133035	stimulus	n/a	165	scrambled_car
130.4307	0.0	133562	response	n/a	201	correct_response
131.3828	0.3	134537	stimulus	n/a	107	scrambled_face
131.8701	0.0	135036	response	n/a	201	correct_response
132.7988	0.3	135987	stimulus	n/a	15	face
133.2861	0.0	136486	response	n/a	201	correct_response
134.3486	0.3	137574	stimulus	n/a	148	scrambled_car
134.8301	0.0	138067	response	n/a	201	correct_response
135.7979	0.3	139058	stimulus	n/a	101	scrambled_face
136.3262	0.0	139599	response	n/a	201	correct_response
137.3301	0.3	140627	stimulus	n/a	67	car
137.7588	0.0	141066	response	n/a	201	correct_response
138.7471	0.3	142078	stimulus	n/a	51	car
139.1182	0.0	142458	response	n/a	201	correct_response
140.1465	0.3	143511	stimulus	n/a	68	car
140.5107	0.0	143884	response	n/a	201	correct_response
141.6123	0.3	145012	stimulus	n/a	69	car
141.9824	0.0	145391	response	n/a	201	correct_response
155.624	0.3	159360	stimulus	n/a	144	scrambled_car
156.0137	0.0	159759	response	n/a	201	correct_response
157.1904	0.3	160964	stimulus	n/a	150	scrambled_car
157.6777	0.0	161463	response	n/a	201	correct_response
158.7725	0.3	162584	stimulus	n/a	38	face
159.2139	0.0	163036	response	n/a	201	correct_response
160.2559	0.3	164103	stimulus	n/a	21	face
160.6143	0.0	164470	response	n/a	201	correct_response
161.6719	0.3	165553	stimulus	n/a	5	face
162.1094	0.0	166001	response	n/a	201	correct_response
163.1377	0.3	167054	stimulus	n/a	48	car
163.6621	0.0	167591	response	n/a	201	correct_response
164.6377	0.3	168590	stimulus	n/a	105	scrambled_face
165.1416	0.0	169106	response	n/a	201	correct_response
166.0537	0.3	170040	stimulus	n/a	55	car
167.0381	0.0	171048	response	n/a	201	correct_response
167.5195	0.3	171541	stimulus	n/a	141	scrambled_car
168.1182	0.0	172154	response	n/a	201	correct_response
169.0859	0.3	173145	stimulus	n/a	111	scrambled_face
169.6699	0.0	173743	response	n/a	201	correct_response
170.6523	0.3	174749	stimulus	n/a	127	scrambled_face
171.2295	0.0	175340	response	n/a	201	correct_response
172.1182	0.3	176250	stimulus	n/a	72	car
172.6299	0.0	176774	response	n/a	201	correct_response
173.5674	0.3	177734	stimulus	n/a	16	face
174.0215	0.0	178199	response	n/a	201	correct_response
175.1338	0.3	179338	stimulus	n/a	57	car
175.5898	0.0	179805	response	n/a	201	correct_response
176.5332	0.3	180771	stimulus	n/a	50	car
176.9414	0.0	181189	response	n/a	201	correct_response
178.0664	0.3	182341	stimulus	n/a	11	face
178.4619	0.0	182746	response	n/a	201	correct_response
179.4824	0.3	183791	stimulus	n/a	46	car
179.8613	0.0	184179	response	n/a	201	correct_response
180.915	0.3	185258	stimulus	n/a	18	face
181.3418	0.0	185695	response	n/a	201	correct_response
182.3477	0.3	186725	stimulus	n/a	8	face
182.7178	0.0	187104	response	n/a	201	correct_response
183.7471	0.3	188158	stimulus	n/a	155	scrambled_car
184.1338	0.0	188554	response	n/a	201	correct_response
185.1797	0.3	189625	stimulus	n/a	19	face
185.6133	0.0	190069	response	n/a	201	correct_response
186.6133	0.3	191093	stimulus	n/a	4	face
186.9414	0.0	191429	response	n/a	201	correct_response
188.0957	0.3	192611	stimulus	n/a	130	scrambled_face
188.4209	0.0	192944	response	n/a	202	incorrect_response
189.5781	0.3	194129	stimulus	n/a	27	face
189.9814	0.0	194542	response	n/a	201	correct_response
191.1611	0.3	195750	stimulus	n/a	14	face
191.5732	0.0	196172	response	n/a	201	correct_response
192.7109	0.3	197337	stimulus	n/a	64	car
193.125	0.0	197761	response	n/a	202	incorrect_response
194.2598	0.3	198923	stimulus	n/a	6	face
194.6533	0.0	199326	response	n/a	201	correct_response
195.7764	0.3	200476	stimulus	n/a	10	face
196.1094	0.0	200817	response	n/a	201	correct_response
197.3594	0.3	202097	stimulus	n/a	126	scrambled_face
197.9893	0.0	202742	response	n/a	201	correct_response
198.8418	0.3	203615	stimulus	n/a	7	face
199.2773	0.0	204061	response	n/a	201	correct_response
200.3242	0.3	205133	stimulus	n/a	171	scrambled_car
200.709	0.0	205527	response	n/a	202	incorrect_response
201.8408	0.3	206686	stimulus	n/a	145	scrambled_car
202.4609	0.0	207321	response	n/a	201	correct_response
203.4238	0.3	208307	stimulus	n/a	24	face
203.8447	0.0	208738	response	n/a	201	correct_response
204.9727	0.3	209893	stimulus	n/a	37	face
205.3809	0.0	210311	response	n/a	201	correct_response
206.3721	0.3	211326	stimulus	n/a	74	car
206.7969	0.0	211761	response	n/a	201	correct_response
207.8057	0.3	212794	stimulus	n/a	12	face
208.3008	0.0	213301	response	n/a	201	correct_response
209.2881	0.3	214312	stimulus	n/a	45	car
209.7725	0.0	214808	response	n/a	201	correct_response
210.7705	0.3	215830	stimulus	n/a	71	car
211.1406	0.0	216209	response	n/a	201	correct_response
212.2871	0.3	217383	stimulus	n/a	124	scrambled_face
212.6846	0.0	217790	response	n/a	201	correct_response
213.7861	0.3	218918	stimulus	n/a	110	scrambled_face
214.165	0.0	219306	response	n/a	201	correct_response
230.9307	0.3	236474	stimulus	n/a	151	scrambled_car
231.332	0.0	236885	response	n/a	201	correct_response
232.4961	0.3	238077	stimulus	n/a	114	scrambled_face
232.8203	0.0	238409	response	n/a	201	correct_response
233.9795	0.3	239596	stimulus	n/a	41	car
234.4287	0.0	240056	response	n/a	201	correct_response
235.5117	0.3	241165	stimulus	n/a	115	scrambled_face
236.0918	0.0	241759	response	n/a	201	correct_response
237.0615	0.3	242752	stimulus	n/a	62	car
237.5801	0.0	243283	response	n/a	201	correct_response
238.5439	0.3	244270	stimulus	n/a	106	scrambled_face
239.1006	0.0	244840	response	n/a	201	correct_response
239.9941	0.3	245755	stimulus	n/a	112	scrambled_face
240.4922	0.0	246265	response	n/a	201	correct_response
241.543	0.3	247341	stimulus	n/a	152	scrambled_car
242.1084	0.0	247920	response	n/a	201	correct_response
243.1094	0.3	248945	stimulus	n/a	134	scrambled_face
243.6758	0.0	249525	response	n/a	201	correct_response
244.709	0.3	250583	stimulus	n/a	125	scrambled_face
245.1162	0.0	251000	response	n/a	201	correct_response
246.1582	0.3	252067	stimulus	n/a	143	scrambled_car
246.7002	0.0	252622	response	n/a	201	correct_response
247.6582	0.3	253603	stimulus	n/a	2	face
248.084	0.0	254039	response	n/a	201	correct_response
249.1572	0.3	255138	stimulus	n/a	42	car
249.6924	0.0	255686	response	n/a	201	correct_response
250.5898	0.3	256605	stimulus	n/a	17	face
251.0518	0.0	257078	response	n/a	201	correct_response
252.0898	0.3	258141	stimulus	n/a	177	scrambled_car
252.4199	0.0	258479	response	n/a	202	incorrect_response
253.6553	0.3	259744	stimulus	n/a	135	scrambled_face
254.1162	0.0	260216	response	n/a	201	correct_response
255.1719	0.3	261297	stimulus	n/a	25	face
255.6123	0.0	261748	response	n/a	201	correct_response
256.7041	0.3	262866	stimulus	n/a	32	face
257.0439	0.0	263214	response	n/a	201	correct_response
258.1709	0.3	264368	stimulus	n/a	47	car
258.6279	0.0	264836	response	n/a	201	correct_response
259.6533	0.3	265886	stimulus	n/a	33	face
260.252	0.0	266499	response	n/a	201	correct_response
261.1025	0.3	267370	stimulus	n/a	137	scrambled_face
261.6035	0.0	267883	response	n/a	201	correct_response
262.6689	0.3	268974	stimulus	n/a	8	face
263.1074	0.0	269423	response	n/a	201	correct_response
264.252	0.3	270595	stimulus	n/a	30	face
264.6357	0.0	270988	response	n/a	201	correct_response
265.7012	0.3	272079	stimulus	n/a	63	car
266.0596	0.0	272446	response	n/a	201	correct_response
267.2842	0.3	273700	stimulus	n/a	139	scrambled_face
267.6113	0.0	274035	response	n/a	201	correct_response
268.8838	0.3	275338	stimulus	n/a	43	car
269.2754	0.0	275739	response	n/a	201	correct_response
270.3164	0.3	276805	stimulus	n/a	131	scrambled_face
270.7793	0.0	277279	response	n/a	201	correct_response
271.916	0.3	278443	stimulus	n/a	179	scrambled_car
272.3633	0.0	278901	response	n/a	201	correct_response
273.3652	0.3	279927	stimulus	n/a	159	scrambled_car
273.8037	0.0	280376	response	n/a	201	correct_response
274.915	0.3	281514	stimulus	n/a	132	scrambled_face
275.2197	0.0	281826	response	n/a	201	correct_response
276.3477	0.3	282981	stimulus	n/a	120	scrambled_face
276.6592	0.0	283300	response	n/a	201	correct_response
277.8301	0.3	284499	stimulus	n/a	20	face
278.2754	0.0	284955	response	n/a	201	correct_response
279.3135	0.3	286018	stimulus	n/a	173	scrambled_car
279.8193	0.0	286536	response	n/a	201	correct_response
280.8291	0.3	287570	stimulus	n/a	164	scrambled_car
281.2197	0.0	287970	response	n/a	201	correct_response
282.2783	0.3	289054	stimulus	n/a	61	car
282.6748	0.0	289460	response	n/a	201	correct_response
283.7949	0.3	290607	stimulus	n/a	158	scrambled_car
284.2275	0.0	291050	response	n/a	201	correct_response
285.3779	0.3	292228	stimulus	n/a	33	face
285.7793	0.0	292639	response	n/a	201	correct_response
286.7773	0.3	293661	stimulus	n/a	11	face
287.2109	0.0	294105	response	n/a	201	correct_response
288.1934	0.3	295111	stimulus	n/a	73	car
288.6836	0.0	295613	response	n/a	201	correct_response
289.5928	0.3	296544	stimulus	n/a	3	face
289.9873	0.0	296948	response	n/a	201	correct_response
311.8848	0.3	319371	stimulus	n/a	168	scrambled_car
312.3545	0.0	319852	response	n/a	201	correct_response
313.3848	0.3	320907	stimulus	n/a	118	scrambled_face
313.7549	0.0	321286	response	n/a	201	correct_response
314.917	0.3	322476	stimulus	n/a	104	scrambled_face
315.251	0.0	322818	response	n/a	201	correct_response
316.417	0.3	324012	stimulus	n/a	18	face
316.835	0.0	324440	response	n/a	201	correct_response
317.8496	0.3	325479	stimulus	n/a	55	car
318.4189	0.0	326062	response	n/a	201	correct_response
319.3652	0.3	327031	stimulus	n/a	60	car
319.7861	0.0	327462	response	n/a	201	correct_response
320.9482	0.3	328652	stimulus	n/a	23	face
321.4023	0.0	329117	response	n/a	201	correct_response
322.5146	0.3	330256	stimulus	n/a	40	face
322.8262	0.0	330575	response	n/a	201	correct_response
323.9307	0.3	331706	stimulus	n/a	19	face
324.29	0.0	332074	response	n/a	201	correct_response
325.4297	0.3	333241	stimulus	n/a	109	scrambled_face
325.834	0.0	333655	response	n/a	201	correct_response
326.9629	0.3	334811	stimulus	n/a	172	scrambled_car
327.29	0.0	335146	response	n/a	201	correct_response
328.5293	0.3	336415	stimulus	n/a	35	face
328.9385	0.0	336834	response	n/a	201	correct_response
330.0449	0.3	337967	stimulus	n/a	12	face
330.3867	0.0	338317	response	n/a	201	correct_response
331.5615	0.3	339520	stimulus	n/a	38	face
331.8584	0.0	339824	response	n/a	201	correct_response
333.0771	0.3	341072	stimulus	n/a	121	scrambled_face
333.5303	0.0	341536	response	n/a	201	correct_response
334.6436	0.3	342676	stimulus	n/a	74	car
335.0342	0.0	343076	response	n/a	201	correct_response
336.0762	0.3	344143	stimulus	n/a	166	scrambled_car
336.7461	0.0	344829	response	n/a	201	correct_response
337.5762	0.3	345679	stimulus	n/a	36	face
338.0576	0.0	346172	response	n/a	201	correct_response
339.0752	0.3	347214	stimulus	n/a	108	scrambled_face
339.4824	0.0	347631	response	n/a	201	correct_response
340.4912	0.3	348664	stimulus	n/a	128	scrambled_face
340.9941	0.0	349179	response	n/a	201	correct_response
341.8906	0.3	350097	stimulus	n/a	138	scrambled_face
342.4736	0.0	350694	response	n/a	201	correct_response
343.4072	0.3	351650	stimulus	n/a	114	scrambled_face
343.7783	0.0	352030	response	n/a	201	correct_response
344.8232	0.3	353100	stimulus	n/a	131	scrambled_face
345.1855	0.0	353471	response	n/a	201	correct_response
346.2393	0.3	354550	stimulus	n/a	174	scrambled_car
346.6416	0.0	354962	response	n/a	201	correct_response
347.7051	0.3	356051	stimulus	n/a	151	scrambled_car
348.2021	0.0	356560	response	n/a	201	correct_response
349.3047	0.3	357689	stimulus	n/a	42	car
349.7539	0.0	358149	response	n/a	201	correct_response
350.7705	0.3	359190	stimulus	n/a	49	car
351.1377	0.0	359566	response	n/a	201	correct_response
352.2539	0.3	360709	stimulus	n/a	57	car
352.5303	0.0	360992	response	n/a	201	correct_response
353.7695	0.3	362261	stimulus	n/a	126	scrambled_face
354.0176	0.0	362515	response	n/a	202	incorrect_response
355.3525	0.3	363882	stimulus	n/a	54	car
355.7539	0.0	364293	response	n/a	201	correct_response
356.9023	0.3	365469	stimulus	n/a	156	scrambled_car
357.3379	0.0	365915	response	n/a	201	correct_response
358.3516	0.3	366953	stimulus	n/a	79	car
358.8018	0.0	367414	response	n/a	201	correct_response
359.7842	0.3	368420	stimulus	n/a	51	car
360.1699	0.0	368815	response	n/a	201	correct_response
361.2676	0.3	369939	stimulus	n/a	45	car
361.6172	0.0	370297	response	n/a	201	correct_response
362.8662	0.3	371576	stimulus	n/a	119	scrambled_face
363.25	0.0	371969	response	n/a	201	correct_response
364.3164	0.3	373061	stimulus	n/a	56	car
364.7939	0.0	373550	response	n/a	201	correct_response
365.8818	0.3	374664	stimulus	n/a	31	face
366.3535	0.0	375147	response	n/a	201	correct_response
367.332	0.3	376149	stimulus	n/a	44	car
367.9453	0.0	376777	response	n/a	201	correct_response
368.748	0.3	377599	stimulus	n/a	167	scrambled_car
369.209	0.0	378071	response	n/a	201	correct_response
370.2637	0.3	379151	stimulus	n/a	128	scrambled_face
370.7051	0.0	379603	response	n/a	201	correct_response
387.6582	0.3	396963	stimulus	n/a	80	car
388.1055	0.0	397421	response	n/a	201	correct_response
389.0908	0.3	398430	stimulus	n/a	69	car
389.4814	0.0	398830	response	n/a	201	correct_response
390.5234	0.3	399897	stimulus	n/a	53	car
390.9209	0.0	400304	response	n/a	201	correct_response
391.9561	0.3	401364	stimulus	n/a	65	car
392.2969	0.0	401713	response	n/a	201	correct_response
393.4229	0.3	402866	stimulus	n/a	76	car
393.8252	0.0	403278	response	n/a	201	correct_response
394.9219	0.3	404401	stimulus	n/a	136	scrambled_face
395.2725	0.0	404760	response	n/a	201	correct_response
396.3711	0.3	405885	stimulus	n/a	22	face
396.793	0.0	406317	response	n/a	201	correct_response
397.8877	0.3	407438	stimulus	n/a	28	face
398.3047	0.0	407865	response	n/a	201	correct_response
399.4873	0.3	409076	stimulus	n/a	24	face
399.8408	0.0	409438	response	n/a	201	correct_response
401.0029	0.3	410628	stimulus	n/a	58	car
401.4805	0.0	411117	response	n/a	201	correct_response
402.5195	0.3	412181	stimulus	n/a	150	scrambled_car
403.001	0.0	412674	response	n/a	201	correct_response
403.9521	0.3	413648	stimulus	n/a	6	face
404.5049	0.0	414214	response	n/a	201	correct_response
405.4678	0.3	415200	stimulus	n/a	137	scrambled_face
406.1123	0.0	415860	response	n/a	201	correct_response
407.0176	0.3	416787	stimulus	n/a	46	car
407.4404	0.0	417220	response	n/a	201	correct_response
408.5508	0.3	418357	stimulus	n/a	160	scrambled_car
409.0088	0.0	418826	response	n/a	201	correct_response
410.1162	0.3	419960	stimulus	n/a	176	scrambled_car
410.5361	0.0	420390	response	n/a	201	correct_response
411.7158	0.3	421598	stimulus	n/a	104	scrambled_face
412.3926	0.0	422291	response	n/a	201	correct_response
413.3154	0.3	423236	stimulus	n/a	171	scrambled_car
413.8242	0.0	423757	response	n/a	201	correct_response
414.748	0.3	424703	stimulus	n/a	153	scrambled_car
415.0967	0.0	425060	response	n/a	201	correct_response
416.2646	0.3	426256	stimulus	n/a	152	scrambled_car
416.624	0.0	426624	response	n/a	201	correct_response
417.7969	0.3	427825	stimulus	n/a	106	scrambled_face
418.168	0.0	428205	response	n/a	201	correct_response
419.3633	0.3	429429	stimulus	n/a	135	scrambled_face
419.7285	0.0	429803	response	n/a	201	correct_response
420.8457	0.3	430947	stimulus	n/a	111	scrambled_face
421.2002	0.0	431310	response	n/a	201	correct_response
422.3955	0.3	432534	stimulus	n/a	142	scrambled_car
422.7363	0.0	432883	response	n/a	201	correct_response
423.9111	0.3	434086	stimulus	n/a	66	car
424.3838	0.0	434570	response	n/a	201	correct_response
425.3779	0.3	435588	stimulus	n/a	78	car
425.6406	0.0	435857	response	n/a	201	correct_response
426.9775	0.3	437226	stimulus	n/a	15	face
427.4482	0.0	437708	response	n/a	201	correct_response
428.5098	0.3	438795	stimulus	n/a	102	scrambled_face
428.96	0.0	439256	response	n/a	201	correct_response
430.0098	0.3	440331	stimulus	n/a	43	car
430.4639	0.0	440796	response	n/a	201	correct_response
431.4258	0.3	441781	stimulus	n/a	122	scrambled_face
431.8877	0.0	442254	response	n/a	201	correct_response
432.9082	0.3	443299	stimulus	n/a	68	car
433.4238	0.0	443827	response	n/a	201	correct_response
434.4248	0.3	444852	stimulus	n/a	162	scrambled_car
434.8877	0.0	445326	response	n/a	201	correct_response
435.9238	0.3	446387	stimulus	n/a	180	scrambled_car
436.3281	0.0	446801	response	n/a	201	correct_response
437.4404	0.3	447940	stimulus	n/a	175	scrambled_car
437.7998	0.0	448308	response	n/a	201	correct_response
439.0225	0.3	449560	stimulus	n/a	25	face
439.4561	0.0	450004	response	n/a	201	correct_response
440.5889	0.3	451164	stimulus	n/a	177	scrambled_car
441.0156	0.0	451601	response	n/a	201	correct_response
442.1885	0.3	452802	stimulus	n/a	16	face
442.5762	0.0	453199	response	n/a	201	correct_response
443.6045	0.3	454252	stimulus	n/a	159	scrambled_car
444.0156	0.0	454673	response	n/a	201	correct_response
445.1709	0.3	455856	stimulus	n/a	169	scrambled_car
445.5518	0.0	456246	response	n/a	201	correct_response
446.6865	0.3	457408	stimulus	n/a	32	face
447.0957	0.0	457827	response	n/a	201	correct_response
459.832	0.3	470869	stimulus	n/a	103	scrambled_face
460.376	0.0	471426	response	n/a	201	correct_response
461.248	0.3	472319	stimulus	n/a	41	car
461.6719	0.0	472753	response	n/a	201	correct_response
462.7148	0.3	473821	stimulus	n/a	71	car
463.1357	0.0	474252	response	n/a	201	correct_response
464.3135	0.3	475458	stimulus	n/a	4	face
464.6719	0.0	475825	response	n/a	201	correct_response
465.7637	0.3	476943	stimulus	n/a	70	car
466.1113	0.0	477299	response	n/a	201	correct_response
467.3125	0.3	478529	stimulus	n/a	110	scrambled_face
467.6475	0.0	478872	response	n/a	202	incorrect_response
468.7793	0.3	480031	stimulus	n/a	7	face
469.1436	0.0	480404	response	n/a	201	correct_response
470.2119	0.3	481498	stimulus	n/a	141	scrambled_car
470.5195	0.0	481813	response	n/a	201	correct_response
471.7109	0.3	483033	stimulus	n/a	52	car
472.0791	0.0	483410	response	n/a	201	correct_response
473.1777	0.3	484535	stimulus	n/a	164	scrambled_car
473.6631	0.0	485032	response	n/a	201	correct_response
474.6436	0.3	486036	stimulus	n/a	108	scrambled_face
475.1035	0.0	486507	response	n/a	201	correct_response
476.1094	0.3	487537	stimulus	n/a	75	car
476.5352	0.0	487973	response	n/a	201	correct_response
477.5762	0.3	489039	stimulus	n/a	129	scrambled_face
478.0312	0.0	489505	response	n/a	201	correct_response
479.0586	0.3	490557	stimulus	n/a	143	scrambled_car
479.583	0.0	491094	response	n/a	201	correct_response
480.5244	0.3	492058	stimulus	n/a	123	scrambled_face
480.9834	0.0	492528	response	n/a	201	correct_response
482.0244	0.3	493594	stimulus	n/a	13	face
482.4551	0.0	494035	response	n/a	201	correct_response
483.5068	0.3	495112	stimulus	n/a	10	face
483.8467	0.0	495460	response	n/a	201	correct_response
484.9395	0.3	496579	stimulus	n/a	173	scrambled_car
485.335	0.0	496984	response	n/a	201	correct_response
486.3555	0.3	498029	stimulus	n/a	5	face
486.8232	0.0	498508	response	n/a	201	correct_response
487.8555	0.3	499565	stimulus	n/a	118	scrambled_face
488.2627	0.0	499982	response	n/a	201	correct_response
489.4551	0.3	501203	stimulus	n/a	163	scrambled_car
489.7988	0.0	501555	response	n/a	201	correct_response
490.9707	0.3	502755	stimulus	n/a	149	scrambled_car
491.3027	0.0	503095	response	n/a	201	correct_response
492.4707	0.3	504291	stimulus	n/a	2	face
492.8945	0.0	504725	response	n/a	201	correct_response
493.9365	0.3	505792	stimulus	n/a	148	scrambled_car
494.3584	0.0	506224	response	n/a	201	correct_response
495.5029	0.3	507396	stimulus	n/a	77	car
495.9746	0.0	507879	response	n/a	201	correct_response
496.9688	0.3	508897	stimulus	n/a	134	scrambled_face
497.3906	0.0	509329	response	n/a	201	correct_response
